scenario,newMachine,machineFailure,storageAlert
5m_1k,75.9493670886076,6.329113924050633,17.72151898734177
5m_2k,84.94623655913979,11.827956989247312,3.225806451612903
5m_3k,84.55882352941177,11.029411764705882,4.411764705882353
5m_4k,85.3211009174312,11.926605504587156,2.7522935779816518
3m_1k,77.96610169491525,10.16949152542373,11.864406779661017
3m_2k,84.70588235294117,5.88235294117647,9.411764705882353
