event_id,event_type,trigger_ts,trigger_source,reaction_ts,reaction_type,solved_ts,related_machine_id,related_alert_id,resolution_time_ms,total_response_time_ms,metadata
newMachine:machine_1:1763907840770,newMachine,1763907840770,cutting_machine_discovery,1763907843375,AssignBlade,1763907845771,1,,2605,5001,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_4:1763907861000,newMachine,1763907861000,cutting_machine_discovery,1763908023414,AssignBlade,1763908023749,4,,162414,162749,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_3:1763907866433,newMachine,1763907866433,cutting_machine_discovery,1763908023417,AssignBlade,1763908023513,3,,156984,157080,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763907891878,newMachine,1763907891878,cutting_machine_discovery,1763908023417,AssignBlade,1763908028028,0,,131539,136150,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_2:1763907922350,newMachine,1763907922350,cutting_machine_discovery,1763908092933,AssignBlade,1763908094331,2,,170583,171981,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_1:1763908049696,newMachine,1763908049696,cutting_machine_discovery,1763908092930,AssignBlade,1763908094699,1,,43234,45003,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763908054909,newMachine,1763908054909,cutting_machine_discovery,1763908092932,AssignBlade,1763908094912,0,,38023,40003,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_4:1763908070412,newMachine,1763908070412,cutting_machine_discovery,1763908092934,AssignBlade,1763908095878,4,,22522,25466,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_3:1763908111133,newMachine,1763908111133,cutting_machine_discovery,1763908111140,AssignBlade,1763908116134,3,,7,5001,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763908136628,newMachine,1763908136628,cutting_machine_discovery,1763908276644,AssignBlade,1763908281637,0,,140016,145009,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_1:1763908167133,newMachine,1763908167133,cutting_machine_discovery,1763908573068,AssignBlade,1763908573280,1,,405935,406147,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_3:1763908182389,newMachine,1763908182389,cutting_machine_discovery,1763908573070,AssignBlade,1763908599483,3,,390681,417094,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
storageAlert:ed1134a6-5523-4dfa-aa8a-cefaa5770af1:problem_A:1763908211246,storageAlert,1763908211246,dbInterface,1763908628573,SwapBlade,1763908629981,,ed1134a6-5523-4dfa-aa8a-cefaa5770af1,417327,418735,"{""triggerTs"": 1763908211246, ""bDry"": 56.0, ""problemCategory"": ""A"", ""bFresh"": 84.0, ""aDry"": 26.0, ""aFresh"": 34.0, ""alertId"": ""ed1134a6-5523-4dfa-aa8a-cefaa5770af1"", ""title"": ""StorageAlert"", ""_collected_at"": 1763908211248}"
newMachine:machine_4:1763908213083,newMachine,1763908213083,cutting_machine_discovery,1763908273435,AssignBlade,1763908278088,4,,60352,65005,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_2:1763908274003,newMachine,1763908274003,cutting_machine_discovery,1763908573072,AssignBlade,1763908575899,2,,299069,301896,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763908360414,newMachine,1763908360414,cutting_machine_discovery,1763908628566,AssignBlade,1763908629958,0,,268152,269544,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_4:1763908441881,newMachine,1763908441881,cutting_machine_discovery,1763908583776,AssignBlade,1763908588769,4,,141895,146888,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_4:1763908645388,newMachine,1763908645388,cutting_machine_discovery,1763908650396,AssignBlade,1763908655390,4,,5008,10002,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_1:1763908701311,newMachine,1763908701311,cutting_machine_discovery,1763908718515,AssignBlade,1763908721311,1,,17204,20000,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_3:1763908706558,newMachine,1763908706558,cutting_machine_discovery,1763908718516,AssignBlade,1763908721560,3,,11958,15002,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_4:1763908736969,newMachine,1763908736969,cutting_machine_discovery,1763908763512,AssignBlade,1763908873354,4,,26543,136385,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_2:1763908747204,newMachine,1763908747204,cutting_machine_discovery,1763908763514,AssignBlade,1763908767206,2,,16310,20002,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
storageAlert:ec9a8074-c11b-45f1-96ad-0c481d61f5bf:problem_A:1763908751346,storageAlert,1763908751346,dbInterface,1763909036702,SwapBlade,1763909047274,,ec9a8074-c11b-45f1-96ad-0c481d61f5bf,285356,295928,"{""triggerTs"": 1763908751346, ""bDry"": 53.0, ""problemCategory"": ""A"", ""bFresh"": 82.0, ""aDry"": 25.0, ""aFresh"": 40.0, ""alertId"": ""ec9a8074-c11b-45f1-96ad-0c481d61f5bf"", ""title"": ""StorageAlert"", ""_collected_at"": 1763908751349}"
newMachine:machine_1:1763908793130,newMachine,1763908793130,cutting_machine_discovery,1763908871078,AssignBlade,1763908873135,1,,77948,80005,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_4:1763908808350,newMachine,1763908808350,cutting_machine_discovery,1763908871074,AssignBlade,1763908873354,4,,62724,65004,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_3:1763908828817,newMachine,1763908828817,cutting_machine_discovery,1763909156304,AssignBlade,1763909159849,3,,327487,331032,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763908849258,newMachine,1763908849258,cutting_machine_discovery,1763908884267,AssignBlade,1763909047252,0,,35009,197994,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
storageAlert:17ce15e1-1252-481c-bc1a-cce3da3927c8:problem_B:1763908851367,storageAlert,1763908851367,dbInterface,1763909036704,SwapBlade,1763909169869,,17ce15e1-1252-481c-bc1a-cce3da3927c8,185337,318502,"{""triggerTs"": 1763908851367, ""bDry"": 17.0, ""problemCategory"": ""B"", ""bFresh"": 38.0, ""aDry"": 63.0, ""aFresh"": 82.0, ""alertId"": ""17ce15e1-1252-481c-bc1a-cce3da3927c8"", ""title"": ""StorageAlert"", ""_collected_at"": 1763908851369}"
newMachine:machine_2:1763908895208,newMachine,1763908895208,cutting_machine_discovery,1763909036694,AssignBlade,1763909205785,2,,141486,310577,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_4:1763908966557,newMachine,1763908966557,cutting_machine_discovery,1763909156298,AssignBlade,1763909156567,4,,189741,190010,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763909109115,newMachine,1763909109115,cutting_machine_discovery,1763909170301,AssignBlade,1763909175294,0,,61186,66179,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_2:1763909246459,newMachine,1763909246459,cutting_machine_discovery,1763909339301,AssignBlade,1763909408897,2,,92842,162438,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
storageAlert:8ccd0a48-9fed-4291-92c3-a561090e55ea:problem_B:1763909291475,storageAlert,1763909291475,dbInterface,1763909339309,SwapBlade,1763909455393,,8ccd0a48-9fed-4291-92c3-a561090e55ea,47834,163918,"{""triggerTs"": 1763909291475, ""bDry"": 20.0, ""problemCategory"": ""B"", ""bFresh"": 26.0, ""aDry"": 58.0, ""aFresh"": 96.0, ""alertId"": ""8ccd0a48-9fed-4291-92c3-a561090e55ea"", ""title"": ""StorageAlert"", ""_collected_at"": 1763909291478}"
newMachine:machine_3:1763909318121,newMachine,1763909318121,cutting_machine_discovery,1763909384757,AssignBlade,1763909388126,3,,66636,70005,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763909409629,newMachine,1763909409629,cutting_machine_discovery,1763909424638,AssignBlade,1763909429631,0,,15009,20002,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
