id,type,trigger_ts,reaction_ts,solved_ts,scheduler_latency,machine_latency
mF0-002,machineFailure,1764726247848,1764726265696,1764726267705,17848,2009
nM2-027,newMachine,1764726329507,1764726343960,1764726344509,14453,549
sA-003,storageAlert,1764726679444,1764726686219,1764726686222,6775,3
nM1-042,newMachine,1764727223974,1764727226368,1764727228975,2394,2607
nM1-047,newMachine,1764727254793,1764727254909,1764727259793,116,4884
nM1-048,newMachine,1764727362335,1764727367385,1764727372335,5050,4950
nM0-070,newMachine,1764727448884,1764727457376,1764727458885,8492,1509
nM4-071,newMachine,1764727673988,1764727692340,1764727693990,18352,1650
nM4-075,newMachine,1764727991016,1764728010344,1764728011019,19328,675
nM0-079,newMachine,1764728006602,1764728010345,1764728011603,3743,1258
nM3-080,newMachine,1764728496606,1764728505132,1764728506607,8526,1475
nM3-099,newMachine,1764728547459,1764728547470,1764728552460,11,4990
nM1-100,newMachine,1764728562962,1764728562981,1764728567963,19,4982
nM2-101,newMachine,1764728588214,1764728588221,1764728593215,7,4994
nM2-102,newMachine,1764728813108,1764728826506,1764728828111,13398,1605
nM1-104,newMachine,1764729492859,1764729502738,1764729502858,9879,120
nM4-108,newMachine,1764729554064,1764729559077,1764729564065,5013,4988
nM2-109,newMachine,1764729559440,1764729564453,1764729569442,5013,4989
nM4-110,newMachine,1764729712471,1764729730211,1764729732474,17740,2263
nM0-114,newMachine,1764729727660,1764729730211,1764729732660,2551,2449
nM3-121,newMachine,1764729998259,1764730000931,1764730003261,2672,2330
nM3-126,newMachine,1764730034009,1764730039016,1764730044009,5007,4993
nM2-127,newMachine,1764730069595,1764730069601,1764730074595,6,4994
nM0-128,newMachine,1764731358911,1764731358926,1764731363910,15,4984
nM3-129,newMachine,1764731389512,1764731394527,1764731399516,5015,4989
nM0-130,newMachine,1764731389840,1764731389847,1764731394840,7,4993
mF3-001,machineFailure,1764731404517,1764731407151,1764731409161,2634,2010
nM4-131,newMachine,1764731430386,1764731430393,1764731435386,7,4993
nM0-132,newMachine,1764731507277,1764731515862,1764731517277,8585,1415
nM0-134,newMachine,1764731543048,1764731543106,1764731548048,58,4942
nM3-135,newMachine,1764731737090,1764731747303,1764731752090,10213,4787
nM3-143,newMachine,1764731942652,1764731947665,1764731952654,5013,4989
nM3-144,newMachine,1764731988715,1764731988726,1764731993714,11,4988
mF4-005,machineFailure,1764732171280,1764732175483,1764732177488,4203,2005
mF1-002,machineFailure,1764732172147,1764732175483,1764732177488,3336,2005
nM1-145,newMachine,1764733148038,1764733155655,1764733158040,7617,2385
nM4-146,newMachine,1764733229417,1764733245223,1764733249417,15806,4194
nM1-156,newMachine,1764733254728,1764733254737,1764733259729,9,4992
nM0-157,newMachine,1764733336387,1764733336400,1764733341386,13,4986
nM1-158,newMachine,1764733382854,1764733383692,1764733387854,838,4162
nM2-159,newMachine,1764733428699,1764733428710,1764733433699,11,4989
nM4-160,newMachine,1764733847653,1764733850538,1764733852654,2885,2116
nM1-166,newMachine,1764733888161,1764733898525,1764733903165,10364,4640
nM3-167,newMachine,1764733908474,1764733908484,1764733913474,10,4990
nM4-168,newMachine,1764734077201,1764734082210,1764734087202,5009,4992
nM3-169,newMachine,1764734118296,1764734123305,1764734128297,5009,4992
nM0-170,newMachine,1764734143867,1764734151382,1764734153867,7515,2485
nM2-176,newMachine,1764734159160,1764734159167,1764734164161,7,4994
nM4-177,newMachine,1764734184959,1764734195941,1764734199962,10982,4021
nM0-179,newMachine,1764734267162,1764734285971,1764734287164,18809,1193
nM4-185,newMachine,1764734578499,1764734578509,1764734583500,10,4991
nM4-186,newMachine,1764734614670,1764734614684,1764734619671,14,4987
nM2-187,newMachine,1764734681086,1764734696960,1764734701087,15874,4127
mF3-002,machineFailure,1764734707956,1764734708939,1764734710944,983,2005
nM4-190,newMachine,1764734941227,1764734946237,1764734951229,5010,4992
nM3-191,newMachine,1764735115632,1764735117410,1764735120633,1778,3223
nM3-192,newMachine,1764735207471,1764735209973,1764735212471,2502,2498
nM3-198,newMachine,1764735243349,1764735261479,1764735263351,18130,1872
nM0-201,newMachine,1764735263913,1764735278920,1764735283915,15007,4995
nM0-202,newMachine,1764735335541,1764735350919,1764735355542,15378,4623
nM4-204,newMachine,1764735350797,1764735350921,1764735355798,124,4877
nM2-205,newMachine,1764735539742,1764735539749,1764735544743,7,4994
nM3-206,newMachine,1764735652224,1764735669559,1764735672227,17335,2668
mF2-002,machineFailure,1764735681146,1764735683961,1764735685881,2815,1920
nM2-210,newMachine,1764735713309,1764735729532,1764735733312,16223,3780
nM4-214,newMachine,1764735948186,1764735954750,1764735958187,6564,3437
nM3-220,newMachine,1764735968694,1764735973705,1764735978695,5011,4990
nM4-221,newMachine,1764736178508,1764736185689,1764736188509,7181,2820
nM1-222,newMachine,1764736305996,1764736306004,1764736310994,8,4990
nM3-223,newMachine,1764736352093,1764736367102,1764736372093,15009,4991
nM0-224,newMachine,1764736377386,1764736395994,1764736397389,18608,1395
nM4-228,newMachine,1764736398036,1764736398043,1764736403035,7,4992
nM3-229,newMachine,1764736433851,1764736440962,1764736443853,7111,2891
nM4-230,newMachine,1764736469662,1764736485499,1764736489663,15837,4164
nM0-232,newMachine,1764736495270,1764736495279,1764736500271,9,4992
nM4-233,newMachine,1764736525797,1764736525805,1764736530798,8,4993
nM2-234,newMachine,1764736556318,1764736561328,1764736566319,5010,4991
nM0-235,newMachine,1764736633067,1764736633077,1764736638068,10,4991
nM0-236,newMachine,1764736781215,1764736795162,1764736796217,13947,1055
